Filename,Author,Date,Weeks_Since_Start
app/proguard-rules.pro,Niall Scott,2024-10-04T07:42:57Z,484.9
rootbeerlib/proguard-rules.pro,Niall Scott,2024-10-04T07:42:57Z,484.9
app/src/main/AndroidManifest.xml,Scott Alexander-Bown,2024-09-12T10:16:21Z,481.9
app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt,Scott Alexander-Bown,2024-09-12T10:16:21Z,481.9
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.kt,Scott Alexander-Bown,2024-09-12T10:16:21Z,481.9
app/src/main/java/com/scottyab/rootbeer/sample/RootItemResult.kt,Scott Alexander-Bown,2024-09-12T10:16:21Z,481.9
app/src/main/java/com/scottyab/rootbeer/sample/RootSampleApp.kt,Scott Alexander-Bown,2024-09-12T10:16:21Z,481.9
app/src/main/java/com/scottyab/rootbeer/sample/extensions/ViewExtensions.kt,Scott Alexander-Bown,2024-09-12T10:16:21Z,481.9
app/src/main/java/com/scottyab/rootbeer/sample/ui/ResultIconView.kt,Scott Alexander-Bown,2024-09-12T10:16:21Z,481.9
app/src/main/java/com/scottyab/rootbeer/sample/ui/RootItemAdapter.kt,Scott Alexander-Bown,2024-09-12T10:16:21Z,481.9
app/src/main/java/com/scottyab/rootbeer/sample/ui/RootedResultTextView.kt,Scott Alexander-Bown,2024-09-12T10:16:21Z,481.9
app/src/main/java/com/scottyab/rootbeer/sample/ui/ScopedActivity.kt,Scott Alexander-Bown,2024-09-12T10:16:21Z,481.9
app/src/main/res/drawable/ic_check_circle_green_24dp.xml,Scott Alexander-Bown,2024-09-12T10:16:21Z,481.9
app/src/main/res/drawable/ic_error_circle_outline_red_24dp.xml,Scott Alexander-Bown,2024-09-12T10:16:21Z,481.9
app/src/main/res/drawable/ic_info_outline_white_24dp.xml,Scott Alexander-Bown,2024-09-12T10:16:21Z,481.9
app/src/main/res/drawable/ic_lock_open_white_24dp.xml,Scott Alexander-Bown,2024-09-12T10:16:21Z,481.9
app/src/main/res/layout/activity_main.xml,Scott Alexander-Bown,2024-09-12T10:16:21Z,481.9
app/src/main/res/layout/item_root_check.xml,Scott Alexander-Bown,2024-09-12T10:16:21Z,481.9
app/src/main/res/menu/menu_main.xml,Scott Alexander-Bown,2024-09-12T10:16:21Z,481.9
app/src/main/res/mipmap-anydpi-v26/ic_launcher.xml,Scott Alexander-Bown,2024-09-12T10:16:21Z,481.9
app/src/main/res/mipmap-anydpi-v26/ic_launcher_round.xml,Scott Alexander-Bown,2024-09-12T10:16:21Z,481.9
app/src/main/res/values/colors.xml,Scott Alexander-Bown,2024-09-12T10:16:21Z,481.9
app/src/main/res/values/dimens.xml,Scott Alexander-Bown,2024-09-12T10:16:21Z,481.9
app/src/main/res/values/strings.xml,Scott Alexander-Bown,2024-09-12T10:16:21Z,481.9
app/src/main/res/values/styles.xml,Scott Alexander-Bown,2024-09-12T10:16:21Z,481.9
rootbeerlib/src/main/java/com/scottyab/rootbeer/util/Utils.java,Scott Alexander-Bown,2024-09-12T10:16:21Z,481.9
gradle-mvn-push.gradle,Artsem Kurantsou,2024-08-05T19:38:36Z,476.4
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.kt,Artsem Kurantsou,2024-08-05T18:31:03Z,476.4
app/build.gradle,Artsem Kurantsou,2024-08-04T21:18:36Z,476.3
build.gradle,Artsem Kurantsou,2024-08-04T21:18:36Z,476.3
dependencies.gradle,Artsem Kurantsou,2024-08-04T21:18:36Z,476.3
rootbeerlib/build.gradle,Artsem Kurantsou,2024-08-04T21:18:36Z,476.3
settings.gradle,Artsem Kurantsou,2024-08-04T21:18:36Z,476.3
app/build.gradle,Artsem Kurantsou,2024-08-04T19:40:34Z,476.3
app/src/main/AndroidManifest.xml,Artsem Kurantsou,2024-08-04T19:40:34Z,476.3
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.kt,Artsem Kurantsou,2024-08-04T19:40:34Z,476.3
app/src/main/java/com/scottyab/rootbeer/sample/RootSampleApp.kt,Artsem Kurantsou,2024-08-04T19:40:34Z,476.3
app/src/main/java/com/scottyab/rootbeer/sample/ui/RootItemAdapter.kt,Artsem Kurantsou,2024-08-04T19:40:34Z,476.3
build.gradle,Artsem Kurantsou,2024-08-04T19:40:34Z,476.3
dependencies.gradle,Artsem Kurantsou,2024-08-04T19:40:34Z,476.3
rootbeerlib/build.gradle,Artsem Kurantsou,2024-08-04T19:40:34Z,476.3
rootbeerlib/src/main/AndroidManifest.xml,Artsem Kurantsou,2024-08-04T19:40:34Z,476.3
app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt,grubeli,2021-11-16T14:04:57Z,334.6
app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt,Scott Alexander-Bown,2021-05-24T07:46:20Z,309.3
app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt,Scott Alexander-Bown,2021-05-24T07:45:07Z,309.3
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,Matthew Rollings,2021-05-24T07:35:11Z,309.3
build.gradle,Scott Alexander-Bown,2021-05-22T13:42:21Z,309.1
rootbeerlib/build.gradle,Scott Alexander-Bown,2021-05-22T13:42:21Z,309.1
rootbeerlib/src/main/AndroidManifest.xml,Scott Alexander-Bown,2021-05-22T13:42:21Z,309.1
app/build.gradle,Scott Alexander-Bown,2021-05-21T14:40:38Z,309.0
app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt,Scott Alexander-Bown,2021-05-21T14:40:38Z,309.0
app/build.gradle,Scott Alexander-Bown,2021-05-08T16:42:23Z,307.1
app/src/main/res/mipmap-anydpi-v26/ic_launcher.xml,Scott Alexander-Bown,2021-05-08T16:42:23Z,307.1
app/src/main/res/mipmap-anydpi-v26/ic_launcher_round.xml,Scott Alexander-Bown,2021-05-08T16:42:23Z,307.1
